CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
C7005839,2,C7,9704162333,97,4,23,12,8,3,104,0,1,1,2,2,30,1,1,1,4,13,2,5,1,1,6,9,1,1
C8100587,2,C8,9711040725,97,11,7,4,3,2,106,0,1,3,1,2,40,1,1,2,4,15,1,8,1,1,3,9,1,1
CG100863,2,CG,9711040850,97,11,8,5,3,2,114,0,1,2,1,2,50,2,4,2,4,17,1,5,1,1,3,15,1,1
CB102252,2,CB,9711021030,97,11,10,6,4,7,105,0,1,3,1,2,40,2,4,2,4,11,1,6,3,4,8,19,3,2
CB023178,2,CB,9711032200,97,11,22,12,8,1,105,0,1,3,2,2,50,1,1,2,4,17,1,6,1,1,3,6,1,2
CB102252,2,CB,9711021030,97,11,10,6,4,7,105,0,1,3,1,2,40,2,4,2,4,11,1,5,1,1,6,9,1,1
CB024280,2,CB,9708272200,97,8,22,12,8,3,105,0,1,3,3,2,40,2,4,2,4,3,1,5,1,1,3,6,1,1
CF100651,2,CF,9711040810,97,11,8,5,3,2,116,0,1,3,1,2,50,1,1,2,4,16,2,5,1,1,3,5,1,1
C8109752,2,C8,9711041300,97,11,13,7,5,2,106,0,2,3,1,2,40,1,1,2,4,16,1,5,1,1,4,9,1,1
CE101209,2,CE,9710311450,97,10,14,8,5,5,116,0,1,3,1,2,50,1,1,2,1,3,1,4,3,4,3,5,1,1
CG100703,2,CG,9710291500,97,10,15,8,6,3,114,0,1,3,1,2,50,1,1,2,1,16,1,3,1,1,3,1,1,1
CD103083,2,CD,9710221159,97,10,11,6,4,3,112,0,2,3,1,2,50,1,1,2,2,16,2,3,4,3,8,20,3,1
CD100711,2,CD,9711030835,97,11,8,5,3,1,112,0,2,3,1,2,50,2,5,2,4,12,2,4,1,1,6,9,1,1
CE101238,2,CE,9711011745,97,11,17,9,6,6,116,0,2,3,2,2,50,1,1,2,1,3,1,2,3,4,6,15,1,1
CE101306,2,CE,9711060918,97,11,9,5,4,4,116,0,1,3,1,2,40,1,6,2,4,17,1,6,4,3,7,15,3,1
CG102599,2,CG,9711061435,97,11,14,8,5,4,114,0,1,3,1,2,50,4,4,2,4,12,1,4,1,1,3,5,1,1
CG102599,2,CG,9711061435,97,11,14,8,5,4,114,0,1,3,1,2,50,4,4,2,4,12,2,2,1,1,6,5,1,1
CF100746,2,CF,9711072115,97,11,21,11,8,5,116,0,1,2,2,2,50,1,1,2,2,3,2,5,4,3,8,20,3,1
C7101571,2,C7,9711072200,97,11,22,12,8,5,104,0,1,2,2,2,50,1,1,2,1,17,2,3,3,1,6,15,1,1
C7101571,2,C7,9711072200,97,11,22,12,8,5,104,0,1,2,2,2,50,1,1,2,1,17,1,3,1,1,3,15,1,1
C7102275,2,C7,9711080140,97,11,1,1,1,6,104,0,1,3,2,2,40,1,1,2,2,12,1,4,1,1,3,7,1,1
C7102275,2,C7,9711080140,97,11,1,1,1,6,104,0,1,3,2,2,40,1,1,2,2,12,2,3,1,1,6,9,1,1
CA100322,2,CA,9711072145,97,11,21,11,8,5,100,0,2,3,2,2,30,2,2,2,4,17,1,5,1,1,6,9,1,1
CA100322,2,CA,9711072145,97,11,21,11,8,5,100,0,2,3,2,2,30,2,2,2,4,17,2,5,4,3,8,20,3,2
CG101006,2,CG,9711072120,97,11,21,11,8,5,114,0,1,3,2,2,50,1,1,2,3,16,1,5,1,4,6,9,1,1
C6103789,2,C6,9711080720,97,11,7,4,3,6,108,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,6,5,1,1
CH101124,2,CH,9711071430,97,11,14,8,5,5,115,0,1,3,1,2,50,1,1,2,1,11,1,4,1,1,1,5,1,1
C6100467,2,C6,9711080630,97,11,6,4,3,6,108,0,2,3,1,2,50,1,1,2,1,15,1,6,1,1,6,9,1,1
C6100467,2,C6,9711080630,97,11,6,4,3,6,108,0,2,3,1,2,50,1,1,2,1,15,1,4,1,1,6,9,1,1
CI026627,2,CI,9706020920,97,6,9,5,4,1,110,0,2,1,1,2,50,1,1,1,4,16,1,6,4,3,8,20,3,2
C6004394,2,C6,9705141940,97,5,19,10,7,3,108,0,2,3,2,2,50,1,1,2,1,3,1,8,1,1,3,9,1,2
C6004394,2,C6,9705141940,97,5,19,10,7,3,108,0,2,3,2,2,50,1,1,2,1,3,1,6,4,3,8,16,3,2
CC033468,2,CC,9705170735,97,5,7,4,3,6,111,0,1,3,1,2,50,1,1,2,4,17,1,6,1,1,6,9,1,1
C6003380,2,C6,9706021155,97,6,11,6,4,1,108,0,1,2,1,2,50,1,1,2,1,16,1,7,1,1,6,9,2,1
CI027036,2,CI,9705281712,97,5,17,9,6,3,110,0,1,3,1,2,50,1,1,2,2,13,1,3,1,1,5,9,1,1
CI027036,2,CI,9705281712,97,5,17,9,6,3,110,0,1,3,1,2,50,1,1,2,2,13,1,3,1,1,6,9,1,1
CH040555,2,CH,9703102225,97,3,22,12,8,1,115,0,1,2,2,2,50,1,1,2,1,16,1,2,1,1,3,5,2,1
C7009573,2,C7,9705292115,97,5,21,11,8,4,104,0,2,3,2,2,50,1,1,1,1,15,1,3,4,3,8,20,3,2
C6004357,2,C6,9705151633,97,5,16,9,6,4,108,0,1,3,1,2,50,1,1,2,4,3,1,7,4,3,8,16,3,1
CG043032,2,CG,9705291330,97,5,13,7,5,4,114,0,3,3,1,2,50,2,4,2,4,13,1,6,1,1,6,9,1,1
CB022148,2,CB,9705291840,97,5,18,10,7,4,105,0,1,3,2,2,40,1,1,2,4,16,1,3,1,1,6,9,1,1
CG042820,2,CG,9705121409,97,5,14,8,5,1,114,0,1,3,1,2,50,1,1,2,4,16,2,5,1,4,6,9,1,1
CG043315,2,CG,9705300900,97,5,9,5,4,5,114,0,3,3,1,2,50,1,1,2,4,16,2,4,1,1,6,5,1,1
CG043315,2,CG,9705300900,97,5,9,5,4,5,114,0,3,3,1,2,50,1,1,2,4,16,1,4,1,1,6,9,1,1
C7009202,2,C7,9705262230,97,5,22,12,8,1,104,0,1,3,2,2,50,2,3,2,1,12,1,7,1,1,4,8,1,1
C9016572,2,C9,9705301118,97,5,11,6,4,5,100,0,2,3,1,2,50,2,4,2,4,13,1,5,1,1,6,9,1,1
C7009398,2,C7,9705301936,97,5,19,10,7,5,104,0,1,1,2,2,50,1,1,1,4,12,1,3,1,1,6,9,1,1
C7008804,2,C7,9705300910,97,5,9,5,4,5,104,0,1,3,1,2,50,2,4,2,4,17,1,6,1,1,3,13,1,1
CI026812,2,CI,9706021530,97,6,15,8,6,1,110,0,1,1,1,2,50,1,1,1,4,16,1,3,1,1,6,9,1,1
CC033613,2,CC,9705281715,97,5,17,9,6,3,111,0,1,3,1,2,50,1,1,2,4,12,1,6,1,1,6,9,2,1
CA018716,2,CA,9705300830,97,5,8,5,3,5,100,0,1,3,1,2,50,1,1,2,2,3,1,8,1,1,3,6,1,1
C7008663,2,C7,9705191755,97,5,17,9,6,1,104,0,1,1,1,2,50,2,2,1,4,16,1,4,3,4,4,11,4,2
CE017750,2,CE,9706021720,97,6,17,9,6,1,116,0,1,1,1,2,40,1,1,1,1,11,1,3,1,1,6,9,1,1
C5002766,2,C5,9706021755,97,6,17,9,6,1,103,0,1,1,1,3,50,2,8,1,4,9,2,5,4,3,8,20,3,1
CB022071,2,CB,9706011005,97,6,10,6,4,7,105,0,1,3,1,2,40,1,1,2,4,15,2,4,1,1,6,9,1,1
CB022071,2,CB,9706011005,97,6,10,6,4,7,105,0,1,3,1,2,40,1,1,2,4,15,1,7,1,1,3,9,1,1
C6004449,2,C6,9706021820,97,6,18,10,7,1,108,0,1,1,1,2,50,1,1,1,2,17,1,5,1,1,6,9,1,1
C8013767,2,C8,9706021850,97,6,18,10,7,1,106,0,1,1,2,2,50,1,1,1,2,16,1,3,1,1,6,14,1,1
CI027244,2,CI,9706021535,97,6,15,8,6,1,110,0,1,1,1,2,50,2,4,1,4,6,1,4,1,1,3,9,1,1
C8014253,2,C8,9706021820,97,6,18,10,7,1,106,0,1,1,2,2,50,1,1,1,1,1,2,5,4,3,8,20,3,2
CB021972,2,CB,9705302110,97,5,21,11,8,5,105,0,1,3,2,2,50,2,4,2,2,13,1,3,1,1,6,14,1,1
C6004661,2,C6,9707030800,97,7,8,5,3,4,108,0,1,3,1,2,40,4,3,2,4,12,1,4,1,1,6,4,1,1
CE103071,2,CE,9706020735,97,6,7,4,3,1,116,0,2,2,1,2,50,1,6,2,4,17,2,5,1,1,6,9,1,1
CD010367,2,CD,9706022010,97,6,20,11,7,1,112,0,1,3,2,2,60,1,1,2,1,16,2,5,1,1,6,9,1,1
C7009380,2,C7,9706062330,97,6,23,12,8,5,104,0,1,3,2,2,50,2,2,2,4,13,1,3,1,1,3,14,1,1
CE103072,2,CE,9706020930,97,6,9,5,4,1,116,0,1,1,1,2,50,2,6,1,4,17,1,3,1,1,6,9,1,1
CG042842,2,CG,9706021834,97,6,18,10,7,1,114,0,1,1,1,2,50,2,3,1,4,16,1,4,1,4,3,6,1,1
CE103007,2,CE,9706022215,97,6,22,12,8,1,116,0,1,1,2,2,50,4,3,1,4,13,1,5,4,3,7,9,3,1
CC032212,2,CC,9705311546,97,5,15,8,6,6,111,0,3,2,1,2,50,2,4,2,4,16,2,3,4,3,8,20,3,1
C6004429,2,C6,9706021640,97,6,16,9,6,1,108,0,1,3,1,2,50,1,1,2,1,17,1,4,1,1,6,9,1,1
CD036684,2,CD,9706022230,97,6,22,12,8,1,112,0,2,1,2,2,50,2,3,1,4,12,1,4,1,1,6,6,1,1
CG045133,2,CG,9710271500,97,10,15,8,6,1,114,0,1,2,1,2,50,1,1,1,2,9,2,3,3,4,3,9,4,2
CG045133,2,CG,9710271500,97,10,15,8,6,1,114,0,1,2,1,2,50,1,1,1,2,9,2,9,4,3,8,20,3,2
CC101140,2,CC,9711060825,97,11,8,5,3,4,111,0,1,3,1,2,50,1,1,2,2,13,2,3,1,1,6,9,1,1
CH100933,2,CH,9711041200,97,11,12,7,5,2,115,0,1,3,1,2,50,2,3,2,4,17,2,3,1,1,6,9,1,2
C8100590,2,C8,9711061840,97,11,18,10,7,4,106,0,1,3,2,2,50,2,2,2,4,12,1,3,1,1,6,9,1,1
C8100590,2,C8,9711061840,97,11,18,10,7,4,106,0,1,3,2,2,50,2,2,2,4,12,1,5,4,3,8,19,3,1
C6100490,2,C6,9711061830,97,11,18,10,7,4,108,0,1,2,2,2,60,4,2,2,4,13,1,4,1,1,3,12,1,1
C8100590,2,C8,9711061840,97,11,18,10,7,4,106,0,1,3,2,2,50,2,2,2,4,12,2,3,4,3,8,20,3,1
CH100934,2,CH,9711061815,97,11,18,10,7,4,115,0,2,3,2,2,50,2,4,2,4,3,2,7,4,3,8,20,3,1
CH100934,2,CH,9711061815,97,11,18,10,7,4,115,0,2,3,2,2,50,2,4,2,4,3,1,3,1,1,6,9,1,1
C6100490,2,C6,9711061830,97,11,18,10,7,4,108,0,1,2,2,2,60,4,2,2,4,13,2,1,4,3,8,20,3,2
CC100162,2,CC,9711061630,97,11,16,9,6,4,111,0,1,3,1,2,50,2,4,2,2,16,1,2,1,1,6,7,1,1
CC100162,2,CC,9711061630,97,11,16,9,6,4,111,0,1,3,1,2,50,2,4,2,2,16,1,4,1,1,5,14,1,1
CI029735,2,CI,9711061930,97,11,19,10,7,4,110,0,3,3,3,2,50,2,4,2,4,2,1,1,4,3,8,16,3,1
CI029735,2,CI,9711061930,97,11,19,10,7,4,110,0,3,3,3,2,50,2,4,2,4,2,1,1,4,3,8,20,3,1
CC100162,2,CC,9711061630,97,11,16,9,6,4,111,0,1,3,1,2,50,2,4,2,2,16,1,6,1,1,3,14,1,1
CD103043,2,CD,9711061700,97,11,17,9,6,4,112,0,1,3,1,2,40,2,4,2,4,9,2,8,4,3,8,16,3,2
CD100613,2,CD,9711062050,97,11,20,11,7,4,112,0,1,3,2,2,50,1,1,2,1,16,1,4,3,4,5,9,1,1
CG101004,2,CG,9711062049,97,11,20,11,7,4,114,0,1,3,2,2,50,1,1,2,2,16,1,3,1,4,6,5,1,1
C8015655,2,C8,9711062135,97,11,21,11,8,4,106,0,1,3,2,2,50,1,1,2,2,15,1,7,1,1,4,9,1,1
C8015655,2,C8,9711062135,97,11,21,11,8,4,106,0,1,3,2,2,50,1,1,2,2,15,1,7,1,1,6,9,1,1
C7101608,2,C7,9711070001,97,11,0,1,1,5,104,0,2,3,2,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
C7101608,2,C7,9711070001,97,11,0,1,1,5,104,0,2,3,2,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
C6004156,2,C6,9711062200,97,11,22,12,8,4,108,0,5,3,2,2,40,2,5,2,4,11,1,4,1,1,6,9,1,1
C6004156,2,C6,9711062200,97,11,22,12,8,4,108,0,5,3,2,2,40,2,5,2,4,11,1,2,1,1,6,9,1,1
C6004156,2,C6,9711062200,97,11,22,12,8,4,108,0,5,3,2,2,40,2,5,2,4,11,1,6,1,1,6,9,1,1
C6004156,2,C6,9711062200,97,11,22,12,8,4,108,0,5,3,2,2,40,2,5,2,4,11,2,4,1,1,6,9,1,1
CD100459,2,CD,9711061040,97,11,10,6,4,4,112,0,2,3,1,2,50,1,1,2,3,15,1,2,1,1,6,9,1,1
CD100459,2,CD,9711061040,97,11,10,6,4,4,112,0,2,3,1,2,50,1,1,2,3,15,2,2,1,1,6,9,1,1
CA019229,2,CA,9711062020,97,11,20,11,7,4,100,0,2,3,2,2,50,2,4,2,4,12,2,3,1,1,6,9,1,1
CD106300,2,CD,9711061900,97,11,19,10,7,4,112,0,1,3,2,2,50,2,4,2,4,3,2,6,1,1,6,9,1,1
CD106300,2,CD,9711061900,97,11,19,10,7,4,112,0,1,3,2,2,50,2,4,2,4,3,2,5,4,3,8,16,3,2
C5102800,2,C5,9711061330,97,11,13,7,5,4,103,0,2,3,1,2,40,1,1,2,4,14,1,5,3,1,9,2,1,1
C5102800,2,C5,9711061330,97,11,13,7,5,4,103,0,2,3,1,2,40,1,1,2,4,14,1,2,1,1,6,9,1,1
CG045131,2,CG,9711051348,97,11,13,7,5,3,114,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,6,6,2,1
CI029770,2,CI,9711051010,97,11,10,6,4,3,110,0,1,3,1,2,50,2,2,2,4,13,1,3,1,1,6,9,1,2
CH100898,2,CH,9711030810,97,11,8,5,3,1,115,0,1,3,1,2,50,1,1,2,4,17,1,6,1,1,4,5,1,1
CH100898,2,CH,9711030810,97,11,8,5,3,1,115,0,1,3,1,2,50,1,1,2,4,17,1,7,1,1,6,9,1,1
CI028815,2,CI,9711051557,97,11,15,8,6,3,110,0,1,3,1,2,50,1,1,2,4,16,1,7,1,1,4,11,1,1
CG100503,2,CG,9711051030,97,11,10,6,4,3,114,0,1,3,1,3,40,2,4,2,4,17,1,4,1,1,5,1,1,1
C7101939,2,C7,9711050940,97,11,9,5,4,3,104,0,1,3,1,2,50,2,4,2,4,12,1,5,1,1,4,14,1,1
C7102088,2,C7,9711070720,97,11,7,4,3,5,104,0,2,3,1,2,50,1,1,2,1,11,1,2,1,1,6,5,1,1
CB023533,2,CB,9711051215,97,11,12,7,5,3,105,0,1,3,1,2,50,1,1,2,4,13,1,6,1,1,6,9,1,1
C7101221,2,C7,9711070720,97,11,7,4,3,5,104,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,3,5,1,1
CB023533,2,CB,9711051215,97,11,12,7,5,3,105,0,1,3,1,2,50,1,1,2,4,13,1,6,1,1,6,5,1,1
C7102088,2,C7,9711070720,97,11,7,4,3,5,104,0,2,3,1,2,50,1,1,2,1,11,2,3,1,1,6,9,1,1
C7101373,2,C7,9710092230,97,10,22,12,8,4,104,0,1,3,2,2,50,2,4,2,4,17,1,6,1,1,4,14,1,1
C7101373,2,C7,9710092230,97,10,22,12,8,4,104,0,1,3,2,2,50,2,4,2,4,17,1,4,4,1,6,15,4,1
C7101373,2,C7,9710092230,97,10,22,12,8,4,104,0,1,3,2,2,50,2,4,2,4,17,1,6,1,1,8,19,1,1
C8100589,2,C8,9711041015,97,11,10,6,4,2,106,0,2,3,1,2,50,1,1,2,2,12,1,3,1,1,6,6,1,1
C6103752,2,C6,9711070620,97,11,6,4,3,5,108,0,1,3,1,2,50,1,1,2,2,10,1,6,1,1,6,9,1,1
C7102236,2,C7,9711051900,97,11,19,10,7,3,104,0,1,3,2,2,50,1,1,2,2,2,2,3,1,1,3,5,4,1
C5105308,2,C5,9710091000,97,10,10,6,4,4,103,0,1,1,1,2,50,1,1,1,4,17,1,3,1,4,3,6,1,1
CF100306,2,CF,9710100810,97,10,8,5,3,5,116,0,2,3,1,2,50,1,1,2,2,12,1,5,1,1,4,5,1,1
C6100429,2,C6,9710102130,97,10,21,11,8,5,108,0,1,3,2,2,50,1,1,2,1,12,1,3,1,1,3,6,1,1
C5102799,2,C5,9711051758,97,11,17,9,6,3,103,0,2,3,1,2,30,1,1,2,1,13,2,3,1,1,6,9,1,1
C9100346,2,C9,9710100500,97,10,5,3,2,5,100,0,1,3,2,2,50,1,1,2,2,16,1,3,1,1,3,5,1,1
C7102060,2,C7,9711071030,97,11,10,6,4,5,104,0,1,3,1,2,40,1,1,2,4,12,1,5,1,1,3,14,1,1
C7102060,2,C7,9711071030,97,11,10,6,4,5,104,0,1,3,1,2,40,1,1,2,4,12,2,6,1,1,6,9,1,1
C5102859,2,C5,9711010640,97,11,6,4,3,6,103,0,2,3,1,2,50,2,4,2,4,12,2,2,1,4,6,4,1,1
C8015289,2,C8,9711022105,97,11,21,11,8,7,106,0,1,3,2,2,50,1,1,2,4,16,1,4,1,1,3,5,1,1
CD036684,2,CD,9706022230,97,6,22,12,8,1,112,0,2,1,2,2,50,2,3,1,4,12,1,4,1,1,6,9,1,1
C5002512,2,C5,9705301815,97,5,18,10,7,5,103,0,1,3,2,2,50,2,4,2,4,13,1,4,1,1,3,8,1,1
CB021717,2,CB,9705312300,97,5,23,12,8,6,105,0,2,3,2,2,50,1,1,2,2,17,1,2,1,1,6,9,1,1
CB021717,2,CB,9705312300,97,5,23,12,8,6,105,0,2,3,2,2,50,1,1,2,2,17,2,3,1,1,8,20,3,2
CD035719,2,CD,9705302050,97,5,20,11,7,5,112,0,1,1,2,2,50,1,1,1,4,6,1,1,4,3,8,18,3,1
CG043120,2,CG,9705312330,97,5,23,12,8,6,114,0,1,2,2,2,40,1,1,1,4,16,1,2,1,1,6,6,1,1
CE017811,2,CE,9705300830,97,5,8,5,3,5,116,0,2,3,1,2,40,4,2,2,4,17,1,3,1,1,6,4,1,1
CC033918,2,CC,9705132216,97,5,22,12,8,2,111,0,2,3,2,2,40,1,1,2,4,15,2,3,1,1,6,9,1,1
CG043223,2,CG,9705301800,97,5,18,10,7,5,114,0,2,2,1,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
CB021815,2,CB,9705290750,97,5,7,4,3,4,105,0,1,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
CC031557,2,CC,9705102025,97,5,20,11,7,6,111,0,2,2,2,2,50,2,6,1,2,13,1,4,1,1,6,9,2,1
CG043225,2,CG,9705310915,97,5,9,5,4,6,114,0,1,2,1,2,50,1,1,2,4,12,1,3,1,1,3,9,1,1
CG043707,2,CG,9705302230,97,5,22,12,8,5,114,0,2,1,2,2,50,1,1,1,1,11,1,7,1,1,3,3,1,1
C6003639,2,C6,9705151740,97,5,17,9,6,4,108,0,1,3,1,2,50,1,1,2,1,3,2,4,1,1,3,9,1,1
C6004242,2,C6,9705311750,97,5,17,9,6,6,108,0,1,1,1,2,50,1,1,1,2,11,1,6,1,1,4,5,1,1
C7009571,2,C7,9705291230,97,5,12,7,5,4,104,0,1,3,1,2,50,1,1,2,1,11,1,4,1,1,3,6,1,1
CI026719,2,CI,9705301342,97,5,13,7,5,5,110,0,2,3,1,2,50,2,4,2,4,12,1,2,1,1,6,7,1,1
C9017698,2,C9,9705312040,97,5,20,11,7,6,100,0,1,1,2,2,50,1,1,1,1,15,1,3,1,1,6,9,1,1
C6004480,2,C6,9707070537,97,7,5,3,2,1,108,0,1,3,1,2,50,1,1,2,1,17,2,4,1,1,3,9,1,1
CI026815,2,CI,9706031145,97,6,11,6,4,2,110,0,1,1,1,2,50,1,1,1,1,17,2,5,1,1,3,5,1,1
CD035785,2,CD,9706011610,97,6,16,9,6,7,112,0,1,3,1,2,30,4,4,2,4,16,1,5,1,1,3,11,1,1
C7009311,2,C7,9705302210,97,5,22,12,8,5,104,0,1,1,2,2,50,1,1,1,2,15,1,4,1,1,6,9,1,1
CB021812,2,CB,9705241211,97,5,12,7,5,6,105,0,1,3,1,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
C5002799,2,C5,9706022345,97,6,23,12,8,1,103,0,2,1,2,2,50,1,1,1,2,17,1,3,1,4,6,12,1,2
C5002799,2,C5,9706022345,97,6,23,12,8,1,103,0,2,1,2,2,50,1,1,1,2,17,1,3,1,4,6,12,1,1
CG043224,2,CG,9705302020,97,5,20,11,7,5,114,0,1,1,2,2,50,1,1,1,4,15,1,4,1,1,6,9,1,1
CE017712,2,CE,9705301930,97,5,19,10,7,5,116,0,2,1,3,2,50,2,4,1,4,17,1,5,1,1,6,9,1,1
CG043317,2,CG,9705301705,97,5,17,9,6,5,114,0,1,2,1,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CI027014,2,CI,9705311050,97,5,10,6,4,6,110,0,1,2,1,2,50,1,1,2,1,16,1,3,1,1,6,6,1,1
CD035718,2,CD,9705301850,97,5,18,10,7,5,112,0,1,1,2,2,50,1,1,1,1,11,1,2,1,1,6,9,1,1
CH039833,2,CH,9705301947,97,5,19,10,7,5,115,0,1,1,2,2,50,1,1,1,2,15,1,6,1,1,6,9,1,2
C7009162,2,C7,9705311820,97,5,18,10,7,6,104,0,1,3,2,2,50,1,1,2,2,2,1,3,1,1,3,5,4,1
CI026720,2,CI,9705310745,97,5,7,4,3,6,110,0,1,2,1,2,50,1,1,1,1,15,1,3,1,1,3,1,1,1
C8014254,2,C8,9706031310,97,6,13,7,5,2,106,0,1,1,1,2,50,1,1,1,1,16,1,4,1,1,6,9,1,1
C7009213,2,C7,9706031325,97,6,13,7,5,2,104,0,1,1,1,2,50,1,1,1,1,12,1,3,1,1,6,9,1,1
C7009213,2,C7,9706031325,97,6,13,7,5,2,104,0,1,1,1,2,50,1,1,1,1,12,1,5,1,1,5,6,1,1
CG042500,2,CG,9705311822,97,5,18,10,7,6,114,0,1,1,2,2,50,1,1,1,1,16,1,4,1,1,3,6,1,1
C5001968,2,C5,9705140910,97,5,9,5,4,3,103,0,1,3,1,2,50,1,1,2,1,13,1,6,1,1,4,14,1,1
CI027243,2,CI,9705311630,97,5,16,9,6,6,110,0,1,1,1,2,50,1,1,1,4,15,1,5,1,1,6,9,1,1
C7008663,2,C7,9705191755,97,5,17,9,6,1,104,0,1,1,1,2,50,2,2,1,4,16,1,4,1,1,6,9,1,1
CA018799,2,CA,9705310110,97,5,1,1,1,6,100,0,1,2,2,2,40,1,1,1,4,12,1,3,1,1,2,6,1,1
C6003649,2,C6,9705310730,97,5,7,4,3,6,108,0,1,2,1,2,50,1,1,1,4,12,2,8,1,1,6,6,1,1
C6003561,2,C6,9705131230,97,5,12,7,5,2,108,0,1,3,1,2,50,2,6,2,4,17,1,3,1,1,6,9,1,1
C8013958,2,C8,9705150800,97,5,8,5,3,4,106,0,1,3,1,2,40,1,1,2,4,12,1,4,3,4,3,13,1,1
CI026596,2,CI,9706011623,97,6,16,9,6,7,110,0,1,1,1,2,50,1,1,1,1,15,1,6,1,1,1,9,1,1
C7101946,2,C7,9711071330,97,11,13,7,5,5,104,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,6,9,1,1
C7101609,2,C7,9711071046,97,11,10,6,4,5,104,0,1,3,1,2,50,1,1,2,4,16,1,6,1,1,3,5,1,1
C7101672,2,C7,9711071248,97,11,12,7,5,5,104,0,1,3,1,2,50,2,4,2,4,11,2,6,1,1,6,9,2,1
C7101610,2,C7,9711071300,97,11,13,7,5,5,104,0,2,3,1,2,40,2,4,2,1,13,2,6,1,1,6,9,1,1
C7101610,2,C7,9711071300,97,11,13,7,5,5,104,0,2,3,1,2,40,2,4,2,1,13,1,3,1,1,6,14,1,1
C7102280,2,C7,9711091010,97,11,10,6,4,7,104,0,1,1,1,2,50,1,1,1,2,17,1,5,1,1,3,5,1,1
C7102280,2,C7,9711091010,97,11,10,6,4,7,104,0,1,1,1,2,50,1,1,1,2,17,1,5,1,1,6,9,1,1
CC100923,2,CC,9711090055,97,11,0,1,1,7,111,0,1,1,2,2,50,1,1,1,1,3,2,3,1,1,6,9,1,1
CA019230,2,CA,9711070535,97,11,5,3,2,5,100,0,1,3,1,2,50,2,4,2,4,3,1,9,4,3,8,16,3,2
CC100923,2,CC,9711090055,97,11,0,1,1,7,111,0,1,1,2,2,50,1,1,1,1,3,1,5,4,3,8,16,3,1
C9100876,2,C9,9712192335,97,12,23,12,8,5,100,0,1,3,2,2,50,1,1,2,4,17,2,4,1,1,6,6,1,1
C7102325,2,C7,9711090310,97,11,3,2,2,7,104,0,1,1,2,2,50,1,1,1,1,15,1,1,1,1,6,9,2,1
C7102326,2,C7,9711090440,97,11,4,3,2,7,104,0,1,1,2,2,50,2,2,1,4,3,1,4,1,1,3,9,4,1
C8011813,2,C8,9711071230,97,11,12,7,5,5,106,0,1,3,1,2,50,2,2,2,2,3,2,5,1,1,3,9,1,1
CG100461,2,CG,9710250540,97,10,5,3,2,6,114,0,1,1,1,2,50,1,1,1,1,16,1,3,1,1,3,9,2,2
CG100461,2,CG,9710250540,97,10,5,3,2,6,114,0,1,1,1,2,50,1,1,1,1,16,2,6,1,1,6,11,1,2
CG102670,2,CG,9711071650,97,11,16,9,6,5,114,0,1,3,1,2,50,1,1,2,2,16,1,7,1,1,6,1,1,1
CA018973,2,CA,9711071305,97,11,13,7,5,5,100,0,1,3,1,2,50,2,4,2,4,12,2,5,1,1,6,8,1,1
CA018973,2,CA,9711071305,97,11,13,7,5,5,100,0,1,3,1,2,50,2,4,2,4,12,1,4,1,1,6,9,1,1
CB023718,2,CB,9711071607,97,11,16,9,6,5,105,0,1,3,1,2,30,2,2,2,4,12,1,3,1,1,6,9,1,1
CB023718,2,CB,9711071607,97,11,16,9,6,5,105,0,1,3,1,2,30,2,2,2,4,12,1,8,1,1,3,9,1,1
C9100044,2,C9,9711071520,97,11,15,8,6,5,100,0,1,3,1,2,40,1,1,2,1,9,1,9,4,3,8,16,3,1
CG045139,2,CG,9711071810,97,11,18,10,7,5,114,0,1,3,2,2,50,1,1,2,2,3,2,6,4,3,8,20,3,2
C9100045,2,C9,9711071735,97,11,17,9,6,5,100,0,2,3,2,2,50,1,1,2,2,1,1,6,4,3,7,15,3,1
CD100460,2,CD,9711071600,97,11,16,9,6,5,112,0,2,3,1,2,50,2,4,2,4,13,1,2,1,1,6,9,1,1
C9100045,2,C9,9711071735,97,11,17,9,6,5,100,0,2,3,2,2,50,1,1,2,2,1,1,5,4,3,8,16,3,1
CD100460,2,CD,9711071600,97,11,16,9,6,5,112,0,2,3,1,2,50,2,4,2,4,13,1,3,1,1,6,9,1,1
C8100593,2,C8,9711071800,97,11,18,10,7,5,106,0,1,3,2,2,50,1,1,2,4,12,2,5,1,1,6,9,1,1
CB024468,2,CB,9711071546,97,11,15,8,6,5,105,0,2,3,1,2,50,1,1,2,4,16,2,4,1,1,7,6,3,1
